timestamp,sensor_id,type,room,value,activity,class
2025-01-01 12:00:23,floor_bedroom,Zone,bedroom,OFF,Cook lunch,normal
2025-01-01 12:00:23,floor_kitchen,Zone,kitchen,ON,Cook lunch,normal
2025-01-01 12:00:24,contact_fridge,Magnetic,kitchen,OPEN,Cook lunch,normal
2025-01-01 12:00:48,contact_fridge,Magnetic,kitchen,CLOSED,Cook lunch,normal
2025-01-01 12:00:56,power_microwave,Power,kitchen,ON,Cook lunch,normal
2025-01-01 12:03:01,power_microwave,Power,kitchen,OFF,Cook lunch,normal
2025-01-01 12:03:08,power_stove,Power,kitchen,ON,Cook lunch,normal
2025-01-01 12:06:03,power_stove,Power,kitchen,OFF,Cook lunch,normal
2025-01-01 12:06:12,floor_kitchen,Zone,kitchen,OFF,Go to toilet,normal
2025-01-01 12:06:12,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-01 12:07:43,floor_bathroom,Zone,bathroom,OFF,Eat lunch,normal
2025-01-01 12:07:43,floor_dining_room,Zone,dining_room,ON,Eat lunch,normal
2025-01-01 12:15:11,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-01 12:15:11,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-01 12:15:13,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-01 12:15:13,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-01 12:15:17,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-01 12:22:23,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-01 12:22:31,floor_kitchen,Zone,kitchen,OFF,Go to toilet,normal
2025-01-01 12:22:31,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-01 12:25:58,floor_bathroom,Zone,bathroom,OFF,Leave home,normal
2025-01-01 12:25:58,floor_dining_room,Zone,dining_room,ON,Leave home,normal
2025-01-01 12:26:01,floor_dining_room,Zone,dining_room,OFF,Leave home,normal
2025-01-01 12:26:01,floor_bedroom,Zone,bedroom,ON,Leave home,normal
2025-01-01 12:26:04,floor_bedroom,Zone,bedroom,OFF,Leave home,normal
2025-01-01 12:26:04,floor_entrance,Zone,entrance,ON,Leave home,normal
2025-01-01 12:26:06,contact_front_door,Magnetic,entrance,OPEN,Leave home,normal
2025-01-01 12:26:13,floor_entrance,Zone,entrance,OFF,Leave home,normal
2025-01-01 12:26:13,floor_outside,Zone,outside,ON,Leave home,normal
2025-01-01 12:26:14,contact_front_door,Magnetic,entrance,CLOSED,Leave home,normal
2025-01-01 19:00:00,contact_front_door,Magnetic,entrance,OPEN,Enter home,normal
2025-01-01 19:00:06,floor_outside,Zone,outside,OFF,Enter home,normal
2025-01-01 19:00:06,floor_entrance,Zone,entrance,ON,Enter home,normal
2025-01-01 19:00:08,contact_front_door,Magnetic,entrance,CLOSED,Enter home,normal
2025-01-01 19:00:18,floor_entrance,Zone,entrance,OFF,Cook dinner,normal
2025-01-01 19:00:18,floor_bedroom,Zone,bedroom,ON,Cook dinner,normal
2025-01-01 19:00:23,floor_bedroom,Zone,bedroom,OFF,Cook dinner,normal
2025-01-01 19:00:23,floor_kitchen,Zone,kitchen,ON,Cook dinner,normal
2025-01-01 19:00:24,contact_fridge,Magnetic,kitchen,OPEN,Cook dinner,normal
2025-01-01 19:00:49,contact_fridge,Magnetic,kitchen,CLOSED,Cook dinner,normal
2025-01-01 19:00:57,power_oven,Power,kitchen,ON,Cook dinner,normal
2025-01-01 19:05:53,power_oven,Power,kitchen,OFF,Cook dinner,normal
2025-01-01 19:05:59,power_stove,Power,kitchen,ON,Cook dinner,normal
2025-01-01 19:09:46,power_stove,Power,kitchen,OFF,Cook dinner,normal
2025-01-01 19:09:55,floor_kitchen,Zone,kitchen,OFF,Eat dinner,normal
2025-01-01 19:09:55,floor_bedroom,Zone,bedroom,ON,Eat dinner,normal
2025-01-01 19:09:57,floor_bedroom,Zone,bedroom,OFF,Eat dinner,normal
2025-01-01 19:09:57,floor_dining_room,Zone,dining_room,ON,Eat dinner,normal
2025-01-01 19:18:04,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-01 19:18:04,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-01 19:18:06,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-01 19:18:06,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-01 19:18:10,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-01 19:27:32,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-01 19:27:42,floor_kitchen,Zone,kitchen,OFF,Watch TV,normal
2025-01-01 19:27:42,floor_bedroom,Zone,bedroom,ON,Watch TV,normal
2025-01-01 19:27:47,floor_bedroom,Zone,bedroom,OFF,Watch TV,normal
2025-01-01 19:27:47,floor_entrance,Zone,entrance,ON,Watch TV,normal
2025-01-01 19:27:48,floor_entrance,Zone,entrance,OFF,Watch TV,normal
2025-01-01 19:27:48,floor_livingroom,Zone,livingroom,ON,Watch TV,normal
2025-01-01 19:27:51,pressure_sofa,Pressure,livingroom,ON,Watch TV,normal
2025-01-01 19:27:57,power_tv,Power,livingroom,ON,Watch TV,normal
2025-01-01 19:45:32,power_tv,Power,livingroom,OFF,Watch TV,normal
2025-01-01 19:45:38,pressure_sofa,Pressure,livingroom,OFF,Watch TV,normal
2025-01-01 19:45:44,light_livingroom,Light,livingroom,ON,Read,normal
2025-01-01 19:45:48,pressure_sofa,Pressure,livingroom,ON,Read,normal
2025-01-01 19:55:23,pressure_sofa,Pressure,livingroom,OFF,Read,normal
2025-01-01 19:55:29,light_livingroom,Light,livingroom,OFF,Read,normal
2025-01-01 19:55:34,floor_livingroom,Zone,livingroom,OFF,Bathe,normal
2025-01-01 19:55:34,floor_dining_room,Zone,dining_room,ON,Bathe,normal
2025-01-01 19:55:37,floor_dining_room,Zone,dining_room,OFF,Bathe,normal
2025-01-01 19:55:37,floor_bathroom,Zone,bathroom,ON,Bathe,normal
2025-01-01 19:55:39,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-01 20:03:06,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-01 20:05:11,floor_bathroom,Zone,bathroom,OFF,Take medication,normal
2025-01-01 20:05:11,floor_dining_room,Zone,dining_room,ON,Take medication,normal
2025-01-01 20:05:14,floor_dining_room,Zone,dining_room,OFF,Take medication,normal
2025-01-01 20:05:14,floor_bedroom,Zone,bedroom,ON,Take medication,normal
2025-01-01 20:05:16,contact_medication,Magnetic,bedroom,OPEN,Take medication,normal
2025-01-01 20:05:49,contact_medication,Magnetic,bedroom,CLOSED,Take medication,normal
2025-01-01 20:05:55,light_livingroom,Light,livingroom,ON,Read,normal
2025-01-01 20:06:01,floor_bedroom,Zone,bedroom,OFF,Read,normal
2025-01-01 20:06:01,floor_entrance,Zone,entrance,ON,Read,normal
2025-01-01 20:06:02,floor_entrance,Zone,entrance,OFF,Read,normal
2025-01-01 20:06:02,floor_livingroom,Zone,livingroom,ON,Read,normal
2025-01-01 20:06:05,pressure_sofa,Pressure,livingroom,ON,Read,normal
2025-01-01 20:15:40,pressure_sofa,Pressure,livingroom,OFF,Read,normal
2025-01-01 20:15:46,light_livingroom,Light,livingroom,OFF,Read,normal
2025-01-01 20:15:56,floor_livingroom,Zone,livingroom,OFF,Sleep,normal
2025-01-01 20:15:56,floor_entrance,Zone,entrance,ON,Sleep,normal
2025-01-01 20:15:57,floor_entrance,Zone,entrance,OFF,Sleep,normal
2025-01-01 20:15:57,floor_bedroom,Zone,bedroom,ON,Sleep,normal
2025-01-01 20:16:00,pressure_bed,Pressure,bedroom,ON,Sleep,normal
2025-01-01 20:50:32,pressure_bed,Pressure,bedroom,OFF,Sleep,normal
2025-01-02 07:00:00,pressure_bed,Pressure,bedroom,ON,Sleep in Bed,normal
2025-01-02 07:18:48,pressure_bed,Pressure,bedroom,OFF,Sleep in Bed,normal
2025-01-02 07:18:55,contact_medication,Magnetic,bedroom,OPEN,Take medication,normal
2025-01-02 07:19:29,contact_medication,Magnetic,bedroom,CLOSED,Take medication,normal
2025-01-02 07:19:37,floor_bedroom,Zone,bedroom,OFF,Go to toilet,normal
2025-01-02 07:19:37,floor_dining_room,Zone,dining_room,ON,Go to toilet,normal
2025-01-02 07:19:40,floor_dining_room,Zone,dining_room,OFF,Go to toilet,normal
2025-01-02 07:19:40,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-02 07:21:38,floor_bathroom,Zone,bathroom,OFF,Dress,normal
2025-01-02 07:21:38,floor_dining_room,Zone,dining_room,ON,Dress,normal
2025-01-02 07:21:41,floor_dining_room,Zone,dining_room,OFF,Dress,normal
2025-01-02 07:21:41,floor_bedroom,Zone,bedroom,ON,Dress,normal
2025-01-02 07:21:43,contact_wardrobe,Magnetic,bedroom,OPEN,Dress,normal
2025-01-02 07:23:30,contact_wardrobe,Magnetic,bedroom,CLOSED,Dress,normal
2025-01-02 07:23:40,floor_bedroom,Zone,bedroom,OFF,Cook breakfast,normal
2025-01-02 07:23:40,floor_kitchen,Zone,kitchen,ON,Cook breakfast,normal
2025-01-02 07:23:41,contact_fridge,Magnetic,kitchen,OPEN,Cook breakfast,normal
2025-01-02 07:24:11,contact_fridge,Magnetic,kitchen,CLOSED,Cook breakfast,normal
2025-01-02 07:24:19,power_kettle,Power,kitchen,ON,Cook breakfast,normal
2025-01-02 07:26:27,power_kettle,Power,kitchen,OFF,Cook breakfast,normal
2025-01-02 07:26:34,power_stove,Power,kitchen,ON,Cook breakfast,normal
2025-01-02 07:29:05,power_stove,Power,kitchen,OFF,Cook breakfast,normal
2025-01-02 07:29:14,floor_kitchen,Zone,kitchen,OFF,Eat breakfast,normal
2025-01-02 07:29:14,floor_bedroom,Zone,bedroom,ON,Eat breakfast,normal
2025-01-02 07:29:16,floor_bedroom,Zone,bedroom,OFF,Eat breakfast,normal
2025-01-02 07:29:16,floor_dining_room,Zone,dining_room,ON,Eat breakfast,normal
2025-01-02 07:35:29,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-02 07:35:29,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-02 07:35:31,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-02 07:35:31,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-02 07:35:35,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-02 07:47:09,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-02 07:47:17,floor_kitchen,Zone,kitchen,OFF,Bathe,normal
2025-01-02 07:47:17,floor_bathroom,Zone,bathroom,ON,Bathe,normal
2025-01-02 07:47:18,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-02 07:55:41,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-02 07:57:34,floor_bathroom,Zone,bathroom,OFF,Leave home,normal
2025-01-02 07:57:34,floor_dining_room,Zone,dining_room,ON,Leave home,normal
2025-01-02 07:57:37,floor_dining_room,Zone,dining_room,OFF,Leave home,normal
2025-01-02 07:57:37,floor_bedroom,Zone,bedroom,ON,Leave home,normal
2025-01-02 07:57:41,floor_bedroom,Zone,bedroom,OFF,Leave home,normal
2025-01-02 07:57:41,floor_entrance,Zone,entrance,ON,Leave home,normal
2025-01-02 07:57:42,contact_front_door,Magnetic,entrance,OPEN,Leave home,normal
2025-01-02 07:57:49,floor_entrance,Zone,entrance,OFF,Leave home,normal
2025-01-02 07:57:49,floor_outside,Zone,outside,ON,Leave home,normal
2025-01-02 07:57:50,contact_front_door,Magnetic,entrance,CLOSED,Leave home,normal
2025-01-02 12:00:00,contact_front_door,Magnetic,entrance,OPEN,Enter home,normal
2025-01-02 12:00:06,floor_outside,Zone,outside,OFF,Enter home,normal
2025-01-02 12:00:06,floor_entrance,Zone,entrance,ON,Enter home,normal
2025-01-02 12:00:08,contact_front_door,Magnetic,entrance,CLOSED,Enter home,normal
2025-01-02 12:00:18,floor_entrance,Zone,entrance,OFF,Cook lunch,normal
2025-01-02 12:00:18,floor_bedroom,Zone,bedroom,ON,Cook lunch,normal
2025-01-02 12:00:23,floor_bedroom,Zone,bedroom,OFF,Cook lunch,normal
2025-01-02 12:00:23,floor_kitchen,Zone,kitchen,ON,Cook lunch,normal
2025-01-02 12:00:24,contact_fridge,Magnetic,kitchen,OPEN,Cook lunch,normal
2025-01-02 12:00:50,contact_fridge,Magnetic,kitchen,CLOSED,Cook lunch,normal
2025-01-02 12:00:58,power_microwave,Power,kitchen,ON,Cook lunch,normal
2025-01-02 12:03:14,power_microwave,Power,kitchen,OFF,Cook lunch,normal
2025-01-02 12:03:21,power_stove,Power,kitchen,ON,Cook lunch,normal
2025-01-02 12:06:42,power_stove,Power,kitchen,OFF,Cook lunch,normal
2025-01-02 12:06:51,floor_kitchen,Zone,kitchen,OFF,Eat lunch,normal
2025-01-02 12:06:51,floor_bedroom,Zone,bedroom,ON,Eat lunch,normal
2025-01-02 12:06:53,floor_bedroom,Zone,bedroom,OFF,Eat lunch,normal
2025-01-02 12:06:53,floor_dining_room,Zone,dining_room,ON,Eat lunch,normal
2025-01-02 12:14:12,floor_dining_room,Zone,dining_room,OFF,Go to toilet,normal
2025-01-02 12:14:12,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-02 12:16:25,floor_bathroom,Zone,bathroom,OFF,Wash dishes,normal
2025-01-02 12:16:25,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-02 12:16:27,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-02 12:26:45,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-02 12:26:53,floor_kitchen,Zone,kitchen,OFF,Go to toilet,normal
2025-01-02 12:26:53,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-02 12:29:17,floor_bathroom,Zone,bathroom,OFF,Leave home,normal
2025-01-02 12:29:17,floor_dining_room,Zone,dining_room,ON,Leave home,normal
2025-01-02 12:29:21,floor_dining_room,Zone,dining_room,OFF,Leave home,normal
2025-01-02 12:29:21,floor_bedroom,Zone,bedroom,ON,Leave home,normal
2025-01-02 12:29:24,floor_bedroom,Zone,bedroom,OFF,Leave home,normal
2025-01-02 12:29:24,floor_entrance,Zone,entrance,ON,Leave home,normal
2025-01-02 12:29:25,contact_front_door,Magnetic,entrance,OPEN,Leave home,normal
2025-01-02 12:29:32,floor_entrance,Zone,entrance,OFF,Leave home,normal
2025-01-02 12:29:32,floor_outside,Zone,outside,ON,Leave home,normal
2025-01-02 12:29:33,contact_front_door,Magnetic,entrance,CLOSED,Leave home,normal
2025-01-02 18:00:00,contact_front_door,Magnetic,entrance,OPEN,Enter home,normal
2025-01-02 18:00:06,floor_outside,Zone,outside,OFF,Enter home,normal
2025-01-02 18:00:06,floor_entrance,Zone,entrance,ON,Enter home,normal
2025-01-02 18:00:08,contact_front_door,Magnetic,entrance,CLOSED,Enter home,normal
2025-01-02 18:00:18,floor_entrance,Zone,entrance,OFF,Cook dinner,normal
2025-01-02 18:00:18,floor_bedroom,Zone,bedroom,ON,Cook dinner,normal
2025-01-02 18:00:23,floor_bedroom,Zone,bedroom,OFF,Cook dinner,normal
2025-01-02 18:00:23,floor_kitchen,Zone,kitchen,ON,Cook dinner,normal
2025-01-02 18:00:24,contact_fridge,Magnetic,kitchen,OPEN,Cook dinner,normal
2025-01-02 18:00:54,contact_fridge,Magnetic,kitchen,CLOSED,Cook dinner,normal
2025-01-02 18:01:02,power_oven,Power,kitchen,ON,Cook dinner,normal
2025-01-02 18:05:37,power_oven,Power,kitchen,OFF,Cook dinner,normal
2025-01-02 18:05:44,power_stove,Power,kitchen,ON,Cook dinner,normal
2025-01-02 18:09:58,power_stove,Power,kitchen,OFF,Cook dinner,normal
2025-01-02 18:10:07,floor_kitchen,Zone,kitchen,OFF,Eat dinner,normal
2025-01-02 18:10:07,floor_bedroom,Zone,bedroom,ON,Eat dinner,normal
2025-01-02 18:10:09,floor_bedroom,Zone,bedroom,OFF,Eat dinner,normal
2025-01-02 18:10:09,floor_dining_room,Zone,dining_room,ON,Eat dinner,normal
2025-01-02 18:18:33,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-02 18:18:33,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-02 18:18:36,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-02 18:18:36,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-02 18:18:39,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-02 18:28:52,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-02 18:28:58,light_livingroom,Light,livingroom,ON,Read,normal
2025-01-02 18:29:04,floor_kitchen,Zone,kitchen,OFF,Read,normal
2025-01-02 18:29:04,floor_bedroom,Zone,bedroom,ON,Read,normal
2025-01-02 18:29:09,floor_bedroom,Zone,bedroom,OFF,Read,normal
2025-01-02 18:29:09,floor_entrance,Zone,entrance,ON,Read,normal
2025-01-02 18:29:11,floor_entrance,Zone,entrance,OFF,Read,normal
2025-01-02 18:29:11,floor_livingroom,Zone,livingroom,ON,Read,normal
2025-01-02 18:29:13,pressure_sofa,Pressure,livingroom,ON,Read,normal
2025-01-02 18:40:26,pressure_sofa,Pressure,livingroom,OFF,Read,normal
2025-01-02 18:40:32,light_livingroom,Light,livingroom,OFF,Read,normal
2025-01-02 18:40:37,floor_livingroom,Zone,livingroom,OFF,Bathe,normal
2025-01-02 18:40:37,floor_dining_room,Zone,dining_room,ON,Bathe,normal
2025-01-02 18:40:40,floor_dining_room,Zone,dining_room,OFF,Bathe,normal
2025-01-02 18:40:40,floor_bathroom,Zone,bathroom,ON,Bathe,normal
2025-01-02 18:40:42,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-02 18:49:20,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-02 18:51:39,floor_bathroom,Zone,bathroom,OFF,Missed medication,missed_medication
2025-01-02 18:51:39,floor_dining_room,Zone,dining_room,ON,Missed medication,missed_medication
2025-01-02 18:51:42,floor_dining_room,Zone,dining_room,OFF,Missed medication,missed_medication
2025-01-02 18:51:42,floor_bedroom,Zone,bedroom,ON,Missed medication,missed_medication
2025-01-02 18:52:42,pressure_bed,Pressure,bedroom,ON,Sleep,normal
2025-01-02 19:35:03,pressure_bed,Pressure,bedroom,OFF,Sleep,normal
2025-01-03 08:00:00,pressure_bed,Pressure,bedroom,ON,Sleep in Bed,normal
2025-01-03 08:22:07,pressure_bed,Pressure,bedroom,OFF,Sleep in Bed,normal
2025-01-03 08:22:15,floor_bedroom,Zone,bedroom,OFF,Go to toilet,normal
2025-01-03 08:22:15,floor_dining_room,Zone,dining_room,ON,Go to toilet,normal
2025-01-03 08:22:18,floor_dining_room,Zone,dining_room,OFF,Go to toilet,normal
2025-01-03 08:22:18,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-03 08:25:18,floor_bathroom,Zone,bathroom,OFF,Take medication,normal
2025-01-03 08:25:18,floor_dining_room,Zone,dining_room,ON,Take medication,normal
2025-01-03 08:25:21,floor_dining_room,Zone,dining_room,OFF,Take medication,normal
2025-01-03 08:25:21,floor_bedroom,Zone,bedroom,ON,Take medication,normal
2025-01-03 08:25:22,contact_medication,Magnetic,bedroom,OPEN,Take medication,normal
2025-01-03 08:26:02,contact_medication,Magnetic,bedroom,CLOSED,Take medication,normal
2025-01-03 08:26:10,floor_bedroom,Zone,bedroom,OFF,Go to toilet,normal
2025-01-03 08:26:10,floor_dining_room,Zone,dining_room,ON,Go to toilet,normal
2025-01-03 08:26:13,floor_dining_room,Zone,dining_room,OFF,Go to toilet,normal
2025-01-03 08:26:13,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-03 08:28:44,floor_bathroom,Zone,bathroom,OFF,Dress,normal
2025-01-03 08:28:44,floor_dining_room,Zone,dining_room,ON,Dress,normal
2025-01-03 08:28:47,floor_dining_room,Zone,dining_room,OFF,Dress,normal
2025-01-03 08:28:47,floor_bedroom,Zone,bedroom,ON,Dress,normal
2025-01-03 08:28:49,contact_wardrobe,Magnetic,bedroom,OPEN,Dress,normal
2025-01-03 08:31:44,contact_wardrobe,Magnetic,bedroom,CLOSED,Dress,normal
2025-01-03 08:31:54,floor_bedroom,Zone,bedroom,OFF,Cook breakfast,normal
2025-01-03 08:31:54,floor_kitchen,Zone,kitchen,ON,Cook breakfast,normal
2025-01-03 08:31:55,contact_fridge,Magnetic,kitchen,OPEN,Cook breakfast,normal
2025-01-03 08:32:32,contact_fridge,Magnetic,kitchen,CLOSED,Cook breakfast,normal
2025-01-03 08:32:40,power_kettle,Power,kitchen,ON,Cook breakfast,normal
2025-01-03 08:35:26,power_kettle,Power,kitchen,OFF,Cook breakfast,normal
2025-01-03 08:35:33,power_stove,Power,kitchen,ON,Cook breakfast,normal
2025-01-03 08:39:08,power_stove,Power,kitchen,OFF,Cook breakfast,normal
2025-01-03 08:39:17,floor_kitchen,Zone,kitchen,OFF,Eat breakfast,normal
2025-01-03 08:39:17,floor_bedroom,Zone,bedroom,ON,Eat breakfast,normal
2025-01-03 08:39:19,floor_bedroom,Zone,bedroom,OFF,Eat breakfast,normal
2025-01-03 08:39:19,floor_dining_room,Zone,dining_room,ON,Eat breakfast,normal
2025-01-03 08:46:52,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-03 08:46:52,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-03 08:46:54,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-03 08:46:54,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-03 08:46:58,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-03 09:00:54,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-03 09:01:01,floor_kitchen,Zone,kitchen,OFF,Bathe,normal
2025-01-03 09:01:01,floor_bathroom,Zone,bathroom,ON,Bathe,normal
2025-01-03 09:01:03,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-03 09:09:58,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-03 09:10:03,floor_bathroom,Zone,bathroom,OFF,Leave home,normal
2025-01-03 09:10:03,floor_dining_room,Zone,dining_room,ON,Leave home,normal
2025-01-03 09:10:06,floor_dining_room,Zone,dining_room,OFF,Leave home,normal
2025-01-03 09:10:06,floor_bedroom,Zone,bedroom,ON,Leave home,normal
2025-01-03 09:10:09,floor_bedroom,Zone,bedroom,OFF,Leave home,normal
2025-01-03 09:10:09,floor_entrance,Zone,entrance,ON,Leave home,normal
2025-01-03 09:10:11,contact_front_door,Magnetic,entrance,OPEN,Leave home,normal
2025-01-03 09:10:18,floor_entrance,Zone,entrance,OFF,Leave home,normal
2025-01-03 09:10:18,floor_outside,Zone,outside,ON,Leave home,normal
2025-01-03 09:10:19,contact_front_door,Magnetic,entrance,CLOSED,Leave home,normal
